Tên xe ,Hình ảnh,Giá,id,type,file_type,file_media
Mitsubishi Xpander 1.5 Cross AT,mitsubishi-xpander-cross-1594872703.jpg,670000000,14,1,jpg,media/mitsubishi-xpander-cross-1594872703.jpg
Mitsubishi Triton 4×2 MT,Mitsubishi-triton-4x2-mt-2020-mau-trang-2.jpg,600000000,14,1,jpg,media/Mitsubishi-triton-4x2-mt-2020-mau-trang-2.jpg
Mitsubishi Triton 4×2 AT MIVEC,thumb-3-1.jpg,630000000,14,1,jpg,media/thumb-3-1.jpg
Mitsubishi Triton 4×4 MT MIVEC,Triton.png,675000000,14,1,png,media/Triton.png
Mitsubishi Triton 4×2 AT MIVEC Premium,Mitsubishi-Triton-2019-at-premium-viet-nam-tuvanmuaxe-2.jpg,740000000,14,1,jpg,media/Mitsubishi-Triton-2019-at-premium-viet-nam-tuvanmuaxe-2.jpg
Mitsubishi Triton 4×4 AT MIVEC Premium,triton-1-6.jpg,865000000,14,1,jpg,media/triton-1-6.jpg
Mitsubishi Pajero Sport 2.4 Diesel 4X2 AT,ngoai-that-mitsubishi-pajero-sport-2020-24-151493j.jpg,1110000000,14,1,jpg,media/ngoai-that-mitsubishi-pajero-sport-2020-24-151493j.jpg
Mitsubishi Pajero Sport 2.4 Diesel 4X4 AT,xe-suv-7-cho-mitsubishi-pajero-sport-may-dau-2-cau-1627396j24390.jpg,1345000000,14,1,jpg,media/xe-suv-7-cho-mitsubishi-pajero-sport-may-dau-2-cau-1627396j24390.jpg
Mitsubishi Grandis,mitsubishi-grandis-1.jpg,440000000,14,1,jpg,media/mitsubishi-grandis-1.jpg
Mitsubishi Outlander 2.0 CVT,Outlander-2.0-CVT.jpg,825000000,14,1,jpg,media/Outlander-2.0-CVT.jpg
Mitsubishi Outlander 2.0 CVT Premium,mitsubishi-outlander-2020-ra-mat-voi-nhieu-nang-cap-gia-khoi-diem-tu-825-trieu-dong-1-97655j.jpg,950000000,14,1,jpg,media/mitsubishi-outlander-2020-ra-mat-voi-nhieu-nang-cap-gia-khoi-diem-tu-825-trieu-dong-1-97655j.jpg
Mitsubishi Outlander 2.4 CVT Premium,1579337516.jpg,1058000000,14,1,jpg,media/1579337516.jpg
Mitsubishi Mirage MT,1.png-15.jpg,380500000,14,1,jpg,media/1.png-15.jpg
Mitsubishi Mirage CVT Eco,Mirage-MT-Eco.jpg,415500000,14,1,jpg,media/Mirage-MT-Eco.jpg
Mitsubishi Mirage CVT,24a6fa4864427a1143f081000x750-8ad7.jpg,450500000,14,1,jpg,media/24a6fa4864427a1143f081000x750-8ad7.jpg
Mitsubishi Attrage 1.2 MT,6dbed299-a1fb.jpg,375000000,14,1,jpg,media/6dbed299-a1fb.jpg
Mitsubishi Attrage 1.2 CVT,gia-xe-mitsubishi-attrage-cvt-2020-so-tu-dong-muaxegiatot-vn.jpg,460000000,14,1,jpg,media/gia-xe-mitsubishi-attrage-cvt-2020-so-tu-dong-muaxegiatot-vn.jpg
Mitsubishi Attrage 1.2 Premium CVT,attrage-2020-do-ngoai-that-1.jpg,485000000,14,1,jpg,media/attrage-2020-do-ngoai-that-1.jpg
VinFast Lux A 2.0,vinfast-lux-a-2-14.jpg,1031000000,15,1,jpg,media/vinfast-lux-a-2-14.jpg
VinFast Lux SA2.,nguoi-dac-biet-lai-thu-chiec-xe-vinfast-dau-tien-va-chia-se-day--5fbcdc.jpg,1362490000,15,1,jpg,media/nguoi-dac-biet-lai-thu-chiec-xe-vinfast-dau-tien-va-chia-se-day--5fbcdc.jpg
VinFast President,gia-xe-vinfast-president-oto-com-vn-2-db70.jpg,4600000000,15,1,jpg,media/gia-xe-vinfast-president-oto-com-vn-2-db70.jpg
VinFast Fadil 1.4 BẢN TIÊU CHUẨN CVT,vinfast-fadil-1-4-cvt-tieu-chuan-2019.jpg,434000000,15,1,jpg,media/vinfast-fadil-1-4-cvt-tieu-chuan-2019.jpg
VinFast Fadil 1.4 BẢN NÂNG CAO,vinfast-fadil-2021-1024x827-min.jpeg,434000000,15,1,peg,media/vinfast-fadil-2021-1024x827-min.jpeg
VinFast Fadil 1.4 BẢN CAO CẤP,vinfast-fadil-0.jpg,474000000,15,1,jpg,media/vinfast-fadil-0.jpg
Chevrolet Trailblazer 2.5L VGT 4x4 AT LTZ,chevrolet-trailblazer-phien-ban-25l-vgt-4x4-at-ltz.png,1066000000,16,1,png,media/chevrolet-trailblazer-phien-ban-25l-vgt-4x4-at-ltz.png
Chevrolet Trailblazer 2.5L VGT 4x2 AT LT,Chevrolet-trailblazer.jpg,925000000,16,1,jpg,media/Chevrolet-trailblazer.jpg
Chevrolet Trailblazer 2.5L 4x2 MT LT,1-CẦU-SỐ-SÀN-ĐEN.png,855000000,16,1,png,media/1-CẦU-SỐ-SÀN-ĐEN.png
Chevrolet Spark LS Manual,Screen-Shot-2018-04-03-at-10.51.32-PM-610x360.png,323000000,16,1,png,media/Screen-Shot-2018-04-03-at-10.51.32-PM-610x360.png
Chevrolet Spark LS Automatic,1.jpg,349000000,16,1,jpg,media/1.jpg
Chevrolet Spark LT 1 Manual,xe-chevrolet-spark-lt-1-2.jpg,368000000,16,1,jpg,media/xe-chevrolet-spark-lt-1-2.jpg
Chevrolet Spark LT 1 Automatic,chevrolet-spark-2018-3.jpg,393000000,16,1,jpg,media/chevrolet-spark-2018-3.jpg
Chevrolet Spark ACTIV Manual,USC70CHC331H021001.jpg,393000000,16,1,jpg,media/USC70CHC331H021001.jpg
Chevrolet Spark LT 2 Manual,USC50CHC331D021001.jpg,403000000,16,1,jpg,media/USC50CHC331D021001.jpg
Chevrolet Spark ACTIV Automatic,10250d5.jpg,419000000,16,1,jpg,media/10250d5.jpg
Chevrolet Spark LT 2 Automatic,USC90CHC331D021001.jpg,427000000,16,1,jpg,media/USC90CHC331D021001.jpg
Chevrolet Colorado 2.5L,chevrolet-colorado-2018-gia-xe-tuvanmuaxe-2.jpg,700000000,16,1,jpg,media/chevrolet-colorado-2018-gia-xe-tuvanmuaxe-2.jpg
Chevrolet Colorado High Country,doanhnhanplus_coloradohighcountrystorm2019_02.jpg,819000000,16,1,jpg,media/doanhnhanplus_coloradohighcountrystorm2019_02.jpg
Chevrolet Colorado Storm,thiet-ket-chevrolet-colorado-high-country-storm-2018-2019-muaxegiatot-vn-13.jpg,819000000,16,1,jpg,media/thiet-ket-chevrolet-colorado-high-country-storm-2018-2019-muaxegiatot-vn-13.jpg
Chevrolet Cruze LT,01.jpg,589000000,16,1,jpg,media/01.jpg
Chevrolet Cruze LTZ,danh-gia-xe-chevrolet-cruze-ltz-2016-chi-tiet-ve-thiet-ke-va-dong-co.1.jpg,699000000,16,1,jpg,media/danh-gia-xe-chevrolet-cruze-ltz-2016-chi-tiet-ve-thiet-ke-va-dong-co.1.jpg
Chevrolet Captiva,chevrolet-captiva-aurora-silver-metallic.jpg,879000000,16,1,jpg,media/chevrolet-captiva-aurora-silver-metallic.jpg
Chevrolet Aveo AT(số tự động),Chevrolet-Aveo-2017-2018-den-xe-muaxegiatot-vn.jpg,495000000,16,1,jpg,media/Chevrolet-Aveo-2017-2018-den-xe-muaxegiatot-vn.jpg
Chevrolet Aveo MT (số sàn),Chevrolet-Aveo-2017-2018-den-xe-muaxegiatot-vn.jpg,459000000,16,1,jpg,media/Chevrolet-Aveo-2017-2018-den-xe-muaxegiatot-vn.jpg
Chevrolet Lacetti,20210324145906-abf5_wm.jpg,200000000,16,1,jpg,media/20210324145906-abf5_wm.jpg
Honda vario 125,149256935054748-vario-125-sonic-white-red.jpg,43000000,29,2,jpg,tmp_file_upload/149256935054748-vario-125-sonic-white-red.jpg
Honda vario 150,untitled1-1515317159.jpg,55000000,29,2,jpg,tmp_file_upload/untitled1-1515317159.jpg
Honda SH 2020,tieuchuan_trangden_image-honda-doanh-thu.png,95000000,29,2,jpg,tmp_file_upload/tieuchuan_trangden_image-honda-doanh-thu.png
Honda SH 2021,honda-sh-2020-mau-xam-ced5.jpg,95000000,29,2,jpg,tmp_file_upload/honda-sh-2020-mau-xam-ced5.jpg
Honda SH 125i ABS,dbc94bf7d8ef01c887186032ba58dc80.jpg,80000000,29,2,jpg,tmp_file_upload/dbc94bf7d8ef01c887186032ba58dc80.jpg
Honda SH 150i ABS,4005a2f172598ed9cdf8ebf680ffbcb1.jpg,95000000,29,2,jpg,tmp_file_upload/4005a2f172598ed9cdf8ebf680ffbcb1.jpg
Honda SH 300i,honda-sh-300i-tinxev-65f4.png,280000000,29,2,jpg,tmp_file_upload/honda-sh-300i-tinxev-65f4.png
Honda SH Mode 2019,2eb4014d0bbddd77aee7432823635fa7.jpg,60000000,29,2,jpg,tmp_file_upload/2eb4014d0bbddd77aee7432823635fa7.jpg
Honda SH Mode 2020,sh-mode-trang-nau.jpg,58000000,29,2,jpg,tmp_file_upload/sh-mode-trang-nau.jpg
Honda SH Mode 2021,ride-honda-sh-mode-2021-2.jpg,58000000,29,2,jpg,tmp_file_upload/ride-honda-sh-mode-2021-2.jpg
Honda SH Mode ABS,bang-gia-xe-sh-mode-moi-nhat-ngay-1552020-27-.8508.png,58000000,29,2,jpg,tmp_file_upload/bang-gia-xe-sh-mode-moi-nhat-ngay-1552020-27-.8508.png
Honda Winner 150,999_winner-150.jpg,45500000,29,2,jpg,tmp_file_upload/999_winner-150.jpg
Honda Winner X thể thao,627561970b1dffbe054f8ec2a3efa34c.jpg,46000000,29,2,jpg,tmp_file_upload/627561970b1dffbe054f8ec2a3efa34c.jpg
Honda Winner 2021,winner-x-ra-mat-phien-ban-moi-2021-cuc-dep-9125-1598231077-5f431225cbe4c.jpg,50000000,29,2,jpg,tmp_file_upload/winner-x-ra-mat-phien-ban-moi-2021-cuc-dep-9125-1598231077-5f431225cbe4c.jpg
Honda Winner 2020,image-techz-1569330774.jpg,50000000,29,2,jpg,tmp_file_upload/image-techz-1569330774.jpg
Honda Vision 2019,0e499ba3ad1741b54ca5d2d8d41d7824.jpg,37500000,29,2,jpg,tmp_file_upload/0e499ba3ad1741b54ca5d2d8d41d7824.jpg
Honda Vision 2020,honda-vision-2020-danh-gia-xe-moi-motosaigon-3.jpg,32000000,29,2,jpg,tmp_file_upload/honda-vision-2020-danh-gia-xe-moi-motosaigon-3.jpg
Honda Vision 2021,honda-vision-the-he-moi-2021-voi-ban-cu-co-gi-hot-khien-dan-tinhlot-ho-khong-mua-dung-tiec-1.jpg,39000000,29,2,jpg,tmp_file_upload/honda-vision-the-he-moi-2021-voi-ban-cu-co-gi-hot-khien-dan-tinhlot-ho-khong-mua-dung-tiec-1.jpg
Honda Wave RSX,honda-wave-rsx-fi-110-2021-3-c4a1.jpg,22000000,29,2,jpg,tmp_file_upload/honda-wave-rsx-fi-110-2021-3-c4a1.jpg
Honda Wave Nice,image-removebg-preview.png,22000000,29,2,jpg,tmp_file_upload/image-removebg-preview.png
Honda Wave Thái 100,image-removebg.png,10000000,29,2,jpg,tmp_file_upload/image-removebg.png
Honda Wave 110,honda-wave-110-d.jpg,18500000,29,2,jpg,tmp_file_upload/honda-wave-110-d.jpg
Honda Wave Alpha,green-1-550x400-acf-cropped-da0a.png,20000000,29,2,jpg,tmp_file_upload/green-1-550x400-acf-cropped-da0a.png
Honda AirBlade Thái,ab_thai.png,40000000,29,2,jpg,tmp_file_upload/ab_thai.png
Honda AirBlade 150,6255682330f407a237cfcfea4af5c4c3.jpg,50000000,29,2,jpg,tmp_file_upload/6255682330f407a237cfcfea4af5c4c3.jpg
Honda AirBlade 135,do-trang-den-1376564963.jpg,46000000,29,2,jpg,tmp_file_upload/do-trang-den-1376564963.jpg
Honda AirBlade 125,3-uu-diem-cua-honda-air-blade-125cc-phien-ban-moi-1.jpg,45000000,29,2,jpg,tmp_file_upload/3-uu-diem-cua-honda-air-blade-125cc-phien-ban-moi-1.jpg
Honda AirBlade 110,367_airblade-110fi.jpg,40000000,29,2,jpg,tmp_file_upload/367_airblade-110fi.jpg
Honda AirBlade 2021,5322_Honda_Air_Blade_2021__2.png,43000000,29,2,jpg,tmp_file_upload/5322_Honda_Air_Blade_2021__2.png
Honda AirBlade 2020,R4Gmcu_simg_de2fe0_500x500_maxb.png,41000000,29,2,jpg,tmp_file_upload/R4Gmcu_simg_de2fe0_500x500_maxb.png
Honda Lead 110,384_honda-lead-110.jpg,36000000,29,2,jpg,tmp_file_upload/384_honda-lead-110.jpg
Honda Lead 125,Xe-tay-ga-Honda-Lead-125-FI-2019-600x600.png,42000000,29,2,jpg,tmp_file_upload/Xe-tay-ga-Honda-Lead-125-FI-2019-600x600.png
Honda Lead 2020,Honda-Lead-2020-1.jpg,42000000,29,2,jpg,tmp_file_upload/Honda-Lead-2020-1.jpg
Honda Lead 2021,de30c9b9699833e4c97d24c4f8eb01b0.jpg,42000000,29,2,jpg,tmp_file_upload/de30c9b9699833e4c97d24c4f8eb01b0.jpg
Yamaha R1,1568884939-86024cad1e83101d97359d7351051156-439-1.jpg,600000000,18,2,jpg,tmp_file_upload/1568884939-86024cad1e83101d97359d7351051156-439-1.jpg
Yamaha R3,yamaha-r3-2020-danh-gia-xe-motosaigon-1.jpg,130000000,18,2,jpg,tmp_file_upload/yamaha-r3-2020-danh-gia-xe-motosaigon-1.jpg
Yamaha R6,yamaha-yzf-r6-2020_main_1596164441.jpg,280000000,18,2,jpg,tmp_file_upload/yamaha-yzf-r6-2020_main_1596164441.jpg
Yamaha R15,R15-GP-004.png,71000000,18,2,jpg,tmp_file_upload/R15-GP-004.png
Yamaha R25,1536219462-934-2019-yamaha-yzf-r25-sap-len-ke-mot-loat-doi-thu-lo-lang-ya1-1536217052-width660height494.jpg,110000000,18,2,jpg,tmp_file_upload/1536219462-934-2019-yamaha-yzf-r25-sap-len-ke-mot-loat-doi-thu-lo-lang-ya1-1536217052-width660height494.jpg
Yamaha Sirius GP,1442510605_news_817.jpg,21000000,18,2,jpg,tmp_file_upload/1442510605_news_817.jpg
Yamaha Sirius Fi,Sirius-Mat-Black-RC-004.png,23900000,18,2,jpg,tmp_file_upload/Sirius-Mat-Black-RC-004.png
Yamaha Sirius 110,sirus_110.png,18300000,18,2,jpg,tmp_file_upload/sirus_110.png
Yamaha Sirius 2020,yamaha-sirius-tinxev-141b.png,18300000,18,2,jpg,tmp_file_upload/yamaha-sirius-tinxev-141b.png
Yamaha Sirius 2021,sirus_2021.png,18300000,18,2,jpg,tmp_file_upload/sirus_2021.png
Yamaha Sirius RC,timthumb.png,21400000,18,2,jpg,tmp_file_upload/timthumb.png
Yamaha Janus 2021,gia-xe-yamaha-janus--6eb9.png,33000000,18,2,jpg,tmp_file_upload/gia-xe-yamaha-janus--6eb9.png
Yamaha Janus Premium,janus_pre.png,29900000,18,2,jpg,tmp_file_upload/janus_pre.png
Yamaha Janus Deluxe,Yamaha-Janus-2017.jpg,,18,2,jpg,tmp_file_upload/Yamaha-Janus-2017.jpg
Yamaha NVX 125,76d39f53e9c7c0e89b997a30f95143ae.jpg,45000000,18,2,jpg,tmp_file_upload/76d39f53e9c7c0e89b997a30f95143ae.jpg
Yamaha NVX 2020,gia-xe-yamaha-nvx-ti-a4e9.png,55000000,18,2,jpg,tmp_file_upload/gia-xe-yamaha-nvx-ti-a4e9.png
Yamaha NVX 2021,x30-black-004_740c5b3ceb8b41f581bce96ada932973.png,55000000,18,2,jpg,tmp_file_upload/x30-black-004_740c5b3ceb8b41f581bce96ada932973.png
Yamaha Exciter GP,Exciter-GP-004-1-300x240.png,46500000,18,2,jpg,tmp_file_upload/Exciter-GP-004-1-300x240.png
Yamaha Exciter Thái,yamaha-exciter-150-thai.jpg,29.990.000.,18,2,jpg,tmp_file_upload/yamaha-exciter-150-thai.jpg
Yamaha Exciter Spark 135i,Yamaha-Spark.jpg,66000000,18,2,jpg,tmp_file_upload/Yamaha-Spark.jpg
Yamaha Exciter 2021,2156819.jpg,47500000,18,2,jpg,tmp_file_upload/2156819.jpg
Yamaha Grande 2020,grande_white_0002-1.png,50000000,18,2,jpg,tmp_file_upload/grande_white_0002-1.png
Yamaha Grande 2021,500x400-8-4-2.png,50000000,18,2,jpg,tmp_file_upload/500x400-8-4-2.png
Yamaha Grande STD,577_grande-std.jpg,43000000,18,2,jpg,tmp_file_upload/577_grande-std.jpg
Yamaha Grande Deluxe,deluxe.png,41000000,18,2,jpg,tmp_file_upload/deluxe.png
Yamaha MT 03,MT-03-Black-004.png,124000000,18,2,jpg,tmp_file_upload/MT-03-Black-004.png
Yamaha MT 09,1509959066-86024cad1e83101d97359d7351051156-320-1.jpg,267000000,18,2,jpg,tmp_file_upload/1509959066-86024cad1e83101d97359d7351051156-320-1.jpg
Yamaha MT 10,1048_mt-10.jpg,520000000,18,2,jpg,tmp_file_upload/1048_mt-10.jpg
Yamaha MT 15,MT-15-GP-004.png,78000000,18,2,jpg,tmp_file_upload/MT-15-GP-004.png
Yamaha Nouvo GP,1397536999-86024cad1e83101d97359d7351051156-65-1.jpg,36400000,18,2,jpg,tmp_file_upload/1397536999-86024cad1e83101d97359d7351051156-65-1.jpg
Yamaha Nouvo LX,ipq1319517411-1323964555.jpg,37000000,18,2,jpg,tmp_file_upload/ipq1319517411-1323964555.jpg
Yamaha Nouvo Fi,nouvo-fi-gp.png,36000000,18,2,jpg,tmp_file_upload/nouvo-fi-gp.png
Piaggio Vespa 2020,w_capture-one-catalog0286.jpg,77500000,20,2,jpg,tmp_file_upload/w_capture-one-catalog0286.jpg
Piaggio Vespa 2021,hzs5pmpefouc.jpg,77500000,20,2,jpg,tmp_file_upload/hzs5pmpefouc.jpg
Piaggio Vespa Spint Carbon,w_White-Carbon-01-Flat.png,77800000,20,2,jpg,tmp_file_upload/w_White-Carbon-01-Flat.png
Piaggio Vespa LX,vespa-lx-tinxevn-2-9e5a.png,67800000,20,2,jpg,tmp_file_upload/vespa-lx-tinxevn-2-9e5a.png
Piaggio Vespa Primavera,vespa-primavera-tung-mau-moi-dep-me-ly-cho-khach-viet.png,76500000,20,2,jpg,tmp_file_upload/vespa-primavera-tung-mau-moi-dep-me-ly-cho-khach-viet.png
Piaggio Vespa gts,vespa-gts-300-8aed.png,93900000,20,2,jpg,tmp_file_upload/vespa-gts-300-8aed.png
Piaggio E3,xe-zip-100-4.png,36000000,20,2,jpg,tmp_file_upload/xe-zip-100-4.png
Piaggio ABS_125,Liberty125_DX_blue_rev2.webp,75000000,20,2,jpg,tmp_file_upload/Liberty125_DX_blue_rev2.webp
Piaggio Liberty 2020,Liberty_2020.jpg,58500000,20,2,jpg,tmp_file_upload/Liberty_2020.jpg
Piaggio Liberty 2021,Liberty_2021.jpg,58500000,20,2,jpg,tmp_file_upload/Liberty_2021.jpg
Piaggio Liberty Sport,"23,600,000",23600000,20,2,jpg,tmp_file_upload/23600000
Piaggio Liberty_s_Iget_125,piaggio_liberty_abs_125_iGet_mau_den_0.png,58400000,20,2,jpg,tmp_file_upload/piaggio_liberty_abs_125_iGet_mau_den_0.png
Suzuki Satria F150,Suzuki-Satria-F150-MatBlue.jpg,54300000,19,2,jpg,tmp_file_upload/Suzuki-Satria-F150-MatBlue.jpg
Suzuki Satria 2020,xe-suzuki-satria-f150-do-den-nhap-khau-indo-2019-923-slide-products-5db8425740c31.jpg,63000000,19,2,jpg,tmp_file_upload/xe-suzuki-satria-f150-do-den-nhap-khau-indo-2019-923-slide-products-5db8425740c31.jpg
Suzuki GSX S150,suzuki-gsx-s150-tinx-e607.png,69400000,19,2,jpg,tmp_file_upload/suzuki-gsx-s150-tinx-e607.png
Suzuki GSX R150,1.jpg,75000000,19,2,jpg,tmp_file_upload/1.jpg
Suzuki GSX 150 Bandit,740_Suzuki-Bandit-Red1.jpg,68900000,19,2,jpg,tmp_file_upload/740_Suzuki-Bandit-Red1.jpg
Suzuki GSX R600,gsx-r600-3.jpg,240000000,19,2,jpg,tmp_file_upload/gsx-r600-3.jpg
Suzuki GSX 1000,suzuki-gsx-r1000-l7-ong-vua-cua-dong-sportbike-9125-1447810949-564bd785a6a0d.jpg,190000000,19,2,jpg,tmp_file_upload/suzuki-gsx-r1000-l7-ong-vua-cua-dong-sportbike-9125-1447810949-564bd785a6a0d.jpg
Suzuki GD110,3.jpg,29100000,19,2,jpg,tmp_file_upload/3.jpg
Suzuki Raider 150 Fi,Suzuki-Raider-2021-gia-bao-nhieu.jpg,49000000,19,2,jpg,tmp_file_upload/Suzuki-Raider-2021-gia-bao-nhieu.jpg
Suzuki Raider  2021,suzuki-raider-r150-2-105415-3.jpg,61200000,19,2,jpg,tmp_file_upload/suzuki-raider-r150-2-105415-3.jpg
Suzuki GZ 150,755_gz150-a.jpg,67000000,19,2,jpg,tmp_file_upload/755_gz150-a.jpg
SYM Attila Elizabeth,201_attila-elizabeth-110.jpg,25190000,22,2,jpg,tmp_file_upload/201_attila-elizabeth-110.jpg
SYM Husky,pasted-image-0.png,33900000,22,2,jpg,tmp_file_upload/pasted-image-0.png
SYM Strar SR,Star-SR-125-Xanh-Đen.png,28000000,22,2,jpg,tmp_file_upload/Star-SR-125-Xanh-Đen.png
Ducati Monster 821,635_monster-821.jpg,130000000,23,2,jpg,tmp_file_upload/635_monster-821.jpg
Ducati 899 Panigale,1499586215-86024cad1e83101d97359d7351051156-132-1.jpg,577000000,23,2,jpg,tmp_file_upload/1499586215-86024cad1e83101d97359d7351051156-132-1.jpg
Ducati Scrambler 2019 Sixty2,Sixty2_left_view-1.jpg,269600000,23,2,jpg,tmp_file_upload/Sixty2_left_view-1.jpg
Ducati Scrambler 2019 Cafe Racer,cafe_reces.jpg,410900000,23,2,jpg,tmp_file_upload/cafe_reces.jpg
Ducati Scrambler 2019 Classic,646_scrambler-classic.jpg,347000000,23,2,jpg,tmp_file_upload/646_scrambler-classic.jpg
Ducati Scrambler 2019 March 2.0,Ducati-Scrambler-2019-MotoSaigon1.vn-8.jpg,365000000,23,2,jpg,tmp_file_upload/Ducati-Scrambler-2019-MotoSaigon1.vn-8.jpg
Ducati Scrambler 2019 Icon,4421972_2019-Ducati-Scrambler-Icon-01.jpg,323900000,23,2,jpg,tmp_file_upload/4421972_2019-Ducati-Scrambler-Icon-01.jpg
Ducati Scrambler 2019 Full Throttle,Ducati-Scrambler-Full-Throttle-2019-600x386.jpg,379900000,23,2,jpg,tmp_file_upload/Ducati-Scrambler-Full-Throttle-2019-600x386.jpg
Ducati Scrambler 2019 Desert Sled,4d47e796-72f3-4d87-bc45-3145bcb9db0d.jpg,429000000,23,2,jpg,tmp_file_upload/4d47e796-72f3-4d87-bc45-3145bcb9db0d.jpg
Ducati Hyperstrada 939,1500867673-86024cad1e83101d97359d7351051156-272-1.png,457900000,23,2,jpg,tmp_file_upload/1500867673-86024cad1e83101d97359d7351051156-272-1.png
Ducati Hypermotard 950,2019-ducati-monster-hypermotard-950-13.jpg,460000000,23,2,jpg,tmp_file_upload/2019-ducati-monster-hypermotard-950-13.jpg
Ducati Diavel 1260 bản chuẩn,xehay-ducati-diavel-1260-24012019-2.jpg,799000000,23,2,jpg,tmp_file_upload/xehay-ducati-diavel-1260-24012019-2.jpg
Ducati Diavel 1260S,ducati-diavel-1260-s-2020-1-1522035.jpg,899000000,23,2,jpg,tmp_file_upload/ducati-diavel-1260-s-2020-1-1522035.jpg
Ducati Streetfighter V4 tiêu chuẩn,ducati-streetfighter-v4-s-right-front-quarter-f362.jpg,650000000,23,2,jpg,tmp_file_upload/ducati-streetfighter-v4-s-right-front-quarter-f362.jpg
Ducati Streetfighter V4 S,ducati-streetfighter-v4-s-2021-ra-mat-phien-ban-dark-stealth-5500-1603503383-5f93851789cf6-0919.jpg,790000000,23,2,jpg,tmp_file_upload/ducati-streetfighter-v4-s-2021-ra-mat-phien-ban-dark-stealth-5500-1603503383-5f93851789cf6-0919.jpg
Ducati Multistrada 950,Multistrada-950-S-MY19-Studio-01-Gallery-1920x1080.jpg,550000000,23,2,jpg,tmp_file_upload/Multistrada-950-S-MY19-Studio-01-Gallery-1920x1080.jpg
Ducati Multistrada 1260 enduro,multistrada-1260-enduro-my19-04-studio-gallery-1920x1080.jpg,835000000,23,2,jpg,tmp_file_upload/multistrada-1260-enduro-my19-04-studio-gallery-1920x1080.jpg
Benelli TNT 125,benelli-tnt-125-46759.jpg,41900000,24,2,jpg,tmp_file_upload/benelli-tnt-125-46759.jpg
Benelli TNT175,01.jpg,75000000,24,2,jpg,tmp_file_upload/01.jpg
Benelli TNT 15,1500369945-86024cad1e83101d97359d7351051156-266-1.jpg,45000000,24,2,jpg,tmp_file_upload/1500369945-86024cad1e83101d97359d7351051156-266-1.jpg
Benelli TNT1130R,BENELLI-TNT-1130R-10474_2.jpg,577000000,24,2,jpg,tmp_file_upload/BENELLI-TNT-1130R-10474_2.jpg
Benelli TNT899,664_tnt-899.jpg,512000000,24,2,jpg,tmp_file_upload/664_tnt-899.jpg
Benelli TNT 25,white_benelli_tnt25_productperfilpight_1400x1000_White.png,85000000,24,2,jpg,tmp_file_upload/white_benelli_tnt25_productperfilpight_1400x1000_White.png
Benelli BN302 2017,1-1517000608.jpg,108000000,24,2,jpg,tmp_file_upload/1-1517000608.jpg
Benelli BN302 Italia,Benelli-BN302-2019-302S-MotoSaigon.vn-37.jpg,125000000,24,2,jpg,tmp_file_upload/Benelli-BN302-2019-302S-MotoSaigon.vn-37.jpg
